Date,Ticker,Daily_Return_Percentage,Z_Score
2011-06-28,V,14.9973440589134,9.428680450724421
2020-03-23,V,13.842670489978026,8.698671628281518
2020-04-05,V,11.583796243412214,7.27056400276229
2022-01-27,V,10.599075658402308,6.648003017529759
2014-10-29,V,10.244078010488728,6.423566066779831
2020-03-12,V,9.838823825009456,6.167355880030212
2016-01-28,V,7.442640781132785,4.652438756023572
2020-11-08,V,7.15974582591346,4.473586638255684
2018-12-25,V,6.9826766844677675,4.361639817166735
2020-03-09,V,6.702486123274793,4.184497473963462
2011-08-10,V,6.609478040880271,4.125695815613302
2022-04-26,V,6.469412795684665,4.037143633021389
2020-04-28,V,6.154747020893534,3.838205337473365
2022-11-09,V,6.002175091256923,3.741746166943847
2020-03-01,V,5.815370872283094,3.623644625876977
2013-05-01,V,5.6498726865778925,3.5190132054362335
2015-08-25,V,5.554721167239968,3.4588564213422006
2010-06-20,V,5.010330674888036,3.1146813462711016
2011-11-27,V,4.9988132355779955,3.107399779831478
2011-08-22,V,4.988105958548869,3.1006304149599764
2010-06-09,V,4.945813081051862,3.0738919717064612
2018-04-25,V,4.842820065178517,3.0087776292114947
2018-10-11,V,4.733431070218897,2.939619614732725
2014-01-16,V,4.694030192435573,2.914709554289979
2020-03-24,V,4.691612148127304,2.9131808160165975
2011-08-02,V,4.691262231087805,2.912959591132933
2018-10-24,V,4.662614019215558,2.8948475913638245
2020-03-03,V,4.60882463787552,2.8608408175115585
2022-10-25,V,4.604364135539939,2.8580207944807174
2017-02-02,V,4.59294973667868,2.8508043723716674
2012-06-21,V,4.578166873966174,2.8414583368414337
2022-06-23,V,4.510762584991677,2.798843933129706
2010-05-09,V,4.496279298600475,2.789687296026379
2011-08-08,V,4.442239480670665,2.7555221909150336
2011-06-30,V,4.403078286475373,2.7307636634583763
2020-03-25,V,4.388733568992823,2.7216946325223277
2020-04-16,V,4.383680248224024,2.7184998172575607
2011-11-29,V,4.381041595216854,2.716831605542647
2015-05-07,V,4.340649979304409,2.691295179697205
2019-01-03,V,4.308119184394768,2.6707285295858543
2020-05-17,V,4.299952375613434,2.6655653019672685
2022-05-22,V,4.285782728433092,2.656606954144264
2021-12-01,V,4.275326821557851,2.649996510750635
2010-06-14,V,4.269508398500286,2.646317981788857
2015-07-23,V,4.25087815406741,2.6345395509265255
2013-07-24,V,4.208802462294522,2.607938417038169
2022-03-08,V,4.199053165897902,2.601774707593685
2010-05-18,V,4.10905575518793,2.544876458960634
2015-04-21,V,4.070411150858521,2.5204445304405287
2018-11-27,V,4.0247160052116335,2.491555101979983
2021-02-03,V,3.9183362161253767,2.4242995705017796
2020-03-16,V,3.868173698334148,2.3925857757733615
2018-10-30,V,3.8340295796341817,2.3709991485601876
2019-01-31,V,3.8071274644283637,2.3539910676869673
2022-11-29,V,3.7979370129868206,2.3481806717317317
2021-11-04,V,3.7790863103288066,2.3362628625605337
2020-04-21,V,3.7749696180346834,2.333660203441244
2020-04-07,V,3.7665720028819654,2.328351055198926
2012-02-08,V,3.756373065324276,2.3219030731917494
2012-07-25,V,3.7398037840384326,2.311427626411274
2012-10-31,V,3.6898321883209637,2.279834536617994
2010-10-12,V,3.6228626597370446,2.237494997534079
2010-08-08,V,3.604154806498909,2.22566750075904
2022-10-12,V,3.6018867978683455,2.2242336181845785
2015-11-02,V,3.5629192505995952,2.199597518372077
2010-07-06,V,3.528491188980191,2.1778313764962
2011-10-09,V,3.4782664438928843,2.146078240367445
2012-02-01,V,3.4630686673163296,2.1364698875992856
2021-09-30,V,3.461291340242762,2.1353462241856795
2021-02-23,V,3.4510395354601515,2.1288648184112593
2010-01-26,V,3.401085837605096,2.097283044021584
2013-09-09,V,3.382815270717579,2.0857320088392184
2010-07-19,V,3.3417571896818488,2.059774229779381
2020-04-13,V,3.3315781652365213,2.0533388372590493
2022-03-28,V,3.3292497393308174,2.0518667576174106
2018-10-15,V,3.286455832088108,2.0248115528613297
2022-11-02,V,-3.0853392191336857,-2.003570777288186
2017-11-28,V,-3.087525299074953,-2.0049528628287447
2021-07-18,V,-3.1073798751939266,-2.0175053418346325
2022-04-05,V,-3.1314928591711193,-2.0327500755085874
2011-03-09,V,-3.1339026789478392,-2.034273614060808
2020-04-19,V,-3.1378933901094737,-2.036796625268643
2019-10-21,V,-3.1570526328612916,-2.0489094999515265
2010-04-26,V,-3.177139401355388,-2.0616087758417496
2022-06-09,V,-3.2021668513843125,-2.0774316541130595
2021-11-08,V,-3.220120532978045,-2.0887823477734675
2018-06-24,V,-3.251317108865696,-2.1085054766652047
2015-08-31,V,-3.2818932960218437,-2.1278363828028013
2010-05-16,V,-3.300582725518168,-2.139652231702262
2022-08-25,V,-3.3028431932486257,-2.141081346761684
2022-02-28,V,-3.308337714298303,-2.1445550980878365
2020-06-23,V,-3.3136287605091184,-2.147900208357754
2022-03-03,V,-3.348943193987877,-2.17022673309395
2016-06-29,V,-3.348946335556046,-2.1702287192591667
2022-09-12,V,-3.368358109517386,-2.182501249463622
2010-01-20,V,-3.397393529137334,-2.200858050083417
2014-04-03,V,-3.3998402708839555,-2.2024049314785805
2022-04-28,V,-3.4124949326276584,-2.2104054737673
2011-09-21,V,-3.4128217280496975,-2.2106120806799723
2020-03-02,V,-3.4315825947061307,-2.222473093648771
2022-06-08,V,-3.461374459190928,-2.24130813456079
2011-10-31,V,-3.463413683287571,-2.2425973747595247
2018-09-04,V,-3.4709274217677435,-2.247347717650903
2020-09-02,V,-3.473746064448733,-2.249129722608662
2021-01-26,V,-3.4849746828859725,-2.256228690441266
2018-10-23,V,-3.493370392027411,-2.261536633663319
2018-12-20,V,-3.4948612779349415,-2.2624792029703804
2013-10-30,V,-3.5079584631750165,-2.270759517885044
2020-04-02,V,-3.519915916968006,-2.278319270699759
2020-03-19,V,-3.559930292929261,-2.3036171975443094
2021-01-13,V,-3.577736170233165,-2.3148744462359643
2014-07-24,V,-3.578151528232296,-2.3151370442653945
2019-01-02,V,-3.603658221546212,-2.3312629101823497
2022-06-15,V,-3.6245897863805476,-2.344496284018636
2022-06-12,V,-3.6338874294484125,-2.350374448765859
2022-11-08,V,-3.6755610043140616,-2.3767213559205005
2015-08-20,V,-3.7322268828487397,-2.4125467115661947
2011-10-24,V,-3.747014560860009,-2.4218957914291943
2020-03-04,V,-3.7727175716719277,-2.438145773381536
2024-08-04,V,-3.803730087747945,-2.457752535804027
2022-04-21,V,-3.8253615417384514,-2.471428394228583
2018-02-01,V,-3.8259601231404865,-2.4718068299321376
2010-09-12,V,-3.8331710187855297,-2.476365709238131
2018-02-04,V,-3.8375872278066088,-2.479157729107532
2020-02-26,V,-3.845968382663137,-2.48445647080573
2018-11-18,V,-3.8664615216622775,-2.4974126626433204
2011-06-07,V,-3.896303928423111,-2.516279657441187
2022-01-20,V,-3.9281553268170786,-2.5364167788409424
2015-08-23,V,-3.9752754724181787,-2.5662071221284504
2024-07-23,V,-4.010734154995655,-2.588624844167093
2010-05-05,V,-4.061135221433677,-2.620489454347969
2016-06-23,V,-4.064955841966811,-2.62290493069681
2011-10-18,V,-4.078342411521121,-2.631368200437973
2010-09-07,V,-4.125912475546305,-2.66144299157966
2011-08-09,V,-4.204949551211986,-2.7114118867620736
2022-04-25,V,-4.215295224966835,-2.7179526384674397
2010-07-28,V,-4.256438108668119,-2.7439640315491847
2016-11-13,V,-4.274574880073163,-2.755430478424313
2022-05-04,V,-4.325940322943545,-2.787904787590876
2020-03-26,V,-4.33448948825685,-2.7933097490199224
2010-10-27,V,-4.341854197682715,-2.7979658726207837
2018-12-03,V,-4.3861885385299555,-2.825994971776068
2011-08-17,V,-4.40530216171699,-2.8380790048142965
2020-01-30,V,-4.437844668351527,-2.858653059323505
2010-12-14,V,-4.588295949063856,-2.953771511172282
2021-11-16,V,-4.70303021172675,-3.0263089158845236
2012-05-02,V,-4.730302518680286,-3.04355103973673
2018-10-09,V,-4.771297835934108,-3.0694691382186483
2022-03-06,V,-4.7880525181690965,-3.0800617993636044
2020-02-23,V,-4.798654649514137,-3.086764688930665
2019-08-04,V,-4.824715124220836,-3.103240667046697
2020-10-27,V,-4.83533721210691,-3.1099561735571197
2018-02-07,V,-4.83910884062245,-3.11234067612598
2022-05-08,V,-4.841721821941106,-3.1139926576615546
2015-09-27,V,-4.937075669642036,-3.1742773579857655
2020-04-14,V,-4.959338319419454,-3.1883522716113157
2020-03-31,V,-4.971428236177602,-3.195995770287904
2011-08-07,V,-4.9994089082308655,-3.21368573739748
2014-04-24,V,-4.99998117190459,-3.2140475344818005
2010-06-28,V,-5.012010493289603,-3.221652723493927
2010-07-15,V,-5.087697326707151,-3.269503525334416
2020-02-24,V,-5.226616752521986,-3.357331296907152
2016-02-07,V,-5.269766662555367,-3.384611574086293
